GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME
18420.1097,257325,216,86,2018-04-06 00:00:00,1229.1523
6549.5049,257326,216,36,2018-04-06 00:00:00,455.9186
7697.6743,257327,216,32,2018-04-06 00:00:00,551.4004
7782.1779,257328,216,43,2018-04-06 00:00:00,449.9229
9182.5551,257329,216,48,2018-04-06 00:00:00,545.938
10675.2756,257330,216,61,2018-04-06 00:00:00,691.1562
12185.8327,257401,216,89,2018-04-06 00:00:00,781.8936
22216.9747,257402,216,112,2018-04-06 00:00:00,1401.9158
9095.0848,257403,216,50,2018-04-06 00:00:00,582.4862
3186.0078,257404,216,12,2018-04-06 00:00:00,178.4507
6958.1805,257405,216,30,2018-04-06 00:00:00,415.761
2590.9277,250103,216,31,2018-04-06 00:00:00,594.7261
14316.6359,257305,216,67,2018-04-06 00:00:00,850.5654
1342.828,252205,216,32,2018-04-06 00:00:00,274.8619
4647.0947,252206,216,52,2018-04-06 00:00:00,494.6278
3973.3195,252207,216,34,2018-04-06 00:00:00,419.6228
8992.4554,252208,216,56,2018-04-06 00:00:00,775.0624
1697.9388,253301,216,25,2018-04-06 00:00:00,262.4904
1978.2746,253302,216,16,2018-04-06 00:00:00,191.9371
925.9032,253303,216,15,2018-04-06 00:00:00,113.848
1006.1842,253304,216,16,2018-04-06 00:00:00,115.3521
2380.4137,253401,216,30,2018-04-06 00:00:00,393.7746
975.0897,253402,216,16,2018-04-06 00:00:00,241.5155
1996.3732,253403,216,20,2018-04-06 00:00:00,232.0845
1467.2686,253404,216,28,2018-04-06 00:00:00,184.4736
2781.6391,254101,216,21,2018-04-06 00:00:00,315.2011
1758.4266,254102,216,25,2018-04-06 00:00:00,188.9929
1944.8783,254103,216,28,2018-04-06 00:00:00,281.0891
1923.9943,254104,216,14,2018-04-06 00:00:00,144.3396
843.9944,254201,216,11,2018-04-06 00:00:00,93.1555
1368.6451,254202,216,26,2018-04-06 00:00:00,221.8748
1115.3581,254203,216,10,2018-04-06 00:00:00,171.3601
2099.5616,254204,216,19,2018-04-06 00:00:00,275.0969
2094.2099,255301,216,17,2018-04-06 00:00:00,225.338
2440.9262,255302,216,13,2018-04-06 00:00:00,379.5645
1433.7346,255303,216,30,2018-04-06 00:00:00,438.6457
2750.3214,255304,216,32,2018-04-06 00:00:00,355.9059
1729.3296,255305,216,12,2018-04-06 00:00:00,154.6505
6080.4888,255306,216,47,2018-04-06 00:00:00,579.1189
2644.655,255307,216,29,2018-04-06 00:00:00,364.4097
2063.442,255401,216,30,2018-04-06 00:00:00,206.9372
5293.3404,255402,216,46,2018-04-06 00:00:00,397.6457
1955.1509,255403,216,19,2018-04-06 00:00:00,192.9639
3599.8575,255404,216,32,2018-04-06 00:00:00,391.6727
1031.9908,255405,216,18,2018-04-06 00:00:00,220.4271
2848.5925,255406,216,21,2018-04-06 00:00:00,395.48
5065.6757,255407,216,33,2018-04-06 00:00:00,578.7747
1692.6881,256301,216,19,2018-04-06 00:00:00,396.7946
3310.3112,256302,216,29,2018-04-06 00:00:00,462.18
11198.2465,256303,216,140,2018-04-06 00:00:00,1632.1
12071.6138,256401,216,147,2018-04-06 00:00:00,1504.1076
2418.4021,256402,216,27,2018-04-06 00:00:00,365.5555
2429.8555,256403,216,28,2018-04-06 00:00:00,372.2161
8590.5039,257301,216,57,2018-04-06 00:00:00,631.1833
15327.4623,257302,216,75,2018-04-06 00:00:00,910.5455
22869.2422,257303,216,103,2018-04-06 00:00:00,1386.2206
20637.016,257304,216,90,2018-04-06 00:00:00,1321.4662
2196.9062,244106,216,19,2018-04-06 00:00:00,430.7717
11031.0538,257306,216,63,2018-04-06 00:00:00,676.7699
6646.573,257307,216,33,2018-04-06 00:00:00,456.521
5590.3177,257308,216,33,2018-04-06 00:00:00,322.3315
6114.8483,257309,216,35,2018-04-06 00:00:00,418.3803
5450.0129,257310,216,27,2018-04-06 00:00:00,307.3093
5089.8923,257311,216,23,2018-04-06 00:00:00,334.4177
8443.797,257312,216,37,2018-04-06 00:00:00,579.7188
12014.3457,257313,216,74,2018-04-06 00:00:00,705.3638
14919.3352,257314,216,66,2018-04-06 00:00:00,832.9233
12179.3171,257315,216,62,2018-04-06 00:00:00,713.0047
7509.2543,257316,216,38,2018-04-06 00:00:00,498.6288
10246.3799,257317,216,51,2018-04-06 00:00:00,655.3342
13052.6369,257318,216,59,2018-04-06 00:00:00,775.9882
2974.5975,257319,216,12,2018-04-06 00:00:00,165.4904
7656.2524,257320,216,40,2018-04-06 00:00:00,440.5647
19021.6262,257321,216,99,2018-04-06 00:00:00,1069.0004
10435.1466,257322,216,42,2018-04-06 00:00:00,660.485
6427.2276,257323,216,35,2018-04-06 00:00:00,421.2085
14707.3807,257324,216,70,2018-04-06 00:00:00,921.3342
3880.7873,245206,216,33,2018-04-06 00:00:00,510.7671
1665.386,246101,216,13,2018-04-06 00:00:00,248.6368
2808.4026,246102,216,25,2018-04-06 00:00:00,292.9771
3094.4114,246103,216,45,2018-04-06 00:00:00,378.2395
5262.3169,246201,216,89,2018-04-06 00:00:00,791.5942
51.301,246202,216,3,2018-04-06 00:00:00,15.3455
1585.1636,246203,216,16,2018-04-06 00:00:00,293.7947
3067.2458,247301,216,34,2018-04-06 00:00:00,556.2897
1231.0421,247302,216,18,2018-04-06 00:00:00,166.2146
2005.1195,247303,216,28,2018-04-06 00:00:00,196.3643
2413.7157,247304,216,26,2018-04-06 00:00:00,297.2694
1966.172,247305,216,18,2018-04-06 00:00:00,178.0844
8.6224,247306,216,1,2018-04-06 00:00:00,0.8846
