GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME
3251.4913,29402,173,47,2018-04-06 00:00:00,338.3117
5886.7249,30301,173,46,2018-04-06 00:00:00,611.0803
6068.6271,30401,173,61,2018-04-06 00:00:00,726.2488
486.8136,31301,173,10,2018-04-06 00:00:00,301.135
374.5719,31401,173,8,2018-04-06 00:00:00,35.5759
5803.3123,32301,173,60,2018-04-06 00:00:00,698.4231
2889.0394,32302,173,39,2018-04-06 00:00:00,322.3458
3315.9437,32401,173,35,2018-04-06 00:00:00,378.656
3955.4442,32402,173,40,2018-04-06 00:00:00,560.2142
3822.8127,33301,173,51,2018-04-06 00:00:00,717.0847
2444.3297,33302,173,23,2018-04-06 00:00:00,244.2951
4315.5312,33401,173,51,2018-04-06 00:00:00,744.704
4574.3762,33402,173,54,2018-04-06 00:00:00,661.5916
2951.1312,34301,173,38,2018-04-06 00:00:00,685.9143
5781.1657,34401,173,76,2018-04-06 00:00:00,796.6915
10332.8243,35301,173,99,2018-04-06 00:00:00,1737.9881
4234.9799,35302,173,44,2018-04-06 00:00:00,771.4452
3991.2207,35401,173,52,2018-04-06 00:00:00,816.3994
7583.8889,35402,173,87,2018-04-06 00:00:00,1563.5037
5710.9093,36301,173,50,2018-04-06 00:00:00,536.2982
6665.9017,36302,173,105,2018-04-06 00:00:00,862.5481
10328.5896,36303,173,110,2018-04-06 00:00:00,982.4553
14346.8274,36304,173,163,2018-04-06 00:00:00,836.4989
15380.4974,36305,173,167,2018-04-06 00:00:00,1283.4114
18548.2008,36306,173,232,2018-04-06 00:00:00,1678.0243
20536.8431,36307,173,170,2018-04-06 00:00:00,1548.7046
10284.5497,36401,173,72,2018-04-06 00:00:00,885.4694
16721.2434,36402,173,156,2018-04-06 00:00:00,2011.9968
20109.3167,36403,173,197,2018-04-06 00:00:00,1407.1444
25074.8245,36404,173,181,2018-04-06 00:00:00,1486.2565
20132.6656,36405,173,160,2018-04-06 00:00:00,1928.9016
11933.1866,36406,173,145,2018-04-06 00:00:00,1631.2765
4404.5211,36407,173,61,2018-04-06 00:00:00,413.621
15174.9045,37301,173,97,2018-04-06 00:00:00,960.919
24420.3945,37302,173,257,2018-04-06 00:00:00,1536.719
18181.2596,37303,173,152,2018-04-06 00:00:00,1138.3442
18659.6961,37304,173,188,2018-04-06 00:00:00,2939.0916
12064.483,37305,173,120,2018-04-06 00:00:00,1159.5804
17693.2137,38202,173,116,2018-04-06 00:00:00,1136.2126
11980.5085,38203,173,94,2018-04-06 00:00:00,978.6827
4756.6633,38204,173,46,2018-04-06 00:00:00,368.7805
4764.5165,38205,173,47,2018-04-06 00:00:00,488.7991
4445.8953,39101,173,44,2018-04-06 00:00:00,402.5617
2478.0292,39102,173,19,2018-04-06 00:00:00,170.0836
4092.0911,39103,173,36,2018-04-06 00:00:00,227.6672
5008.9222,39104,173,54,2018-04-06 00:00:00,365.6857
5767.0531,39105,173,49,2018-04-06 00:00:00,509.772
4547.0415,39106,173,38,2018-04-06 00:00:00,376.8603
2597.01,39107,173,12,2018-04-06 00:00:00,156.316
2737.4543,39108,173,19,2018-04-06 00:00:00,166.7124
7279.54,39109,173,59,2018-04-06 00:00:00,708.6623
19686.0335,39110,173,156,2018-04-06 00:00:00,2139.8093
