GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME
1644.5708,447401,206,18,2018-04-06 00:00:00,315.5759
1837.2471,450301,206,14,2018-04-06 00:00:00,263.6222
1667.6598,450401,206,10,2018-04-06 00:00:00,234.3714
1379.9432,452301,206,17,2018-04-06 00:00:00,242.0478
2314.0179,452401,206,32,2018-04-06 00:00:00,476.7376
1346.2197,455101,206,10,2018-04-06 00:00:00,136.8409
329.9304,455201,206,3,2018-04-06 00:00:00,25.2003
20.3249,456101,206,1,2018-04-06 00:00:00,2.9484
558.7904,456102,206,10,2018-04-06 00:00:00,77.2301
3249.3356,456103,206,35,2018-04-06 00:00:00,472.9406
1611.9834,456201,206,29,2018-04-06 00:00:00,223.5361
1471.5444,456202,206,17,2018-04-06 00:00:00,156.0151
1722.8558,456203,206,14,2018-04-06 00:00:00,144.4228
3493.0437,457101,206,20,2018-04-06 00:00:00,283.2889
1138.0266,457102,206,13,2018-04-06 00:00:00,154.7263
1540.1871,457103,206,14,2018-04-06 00:00:00,135.2576
602.6937,417311,206,11,2018-04-06 00:00:00,92.7577
9.7499,430302,206,1,2018-04-06 00:00:00,1.119
8460.411,418201,206,57,2018-04-06 00:00:00,681.1925
2560.0625,418202,206,28,2018-04-06 00:00:00,289.0516
2928.791,418203,206,30,2018-04-06 00:00:00,253.071
3711.7421,418204,206,46,2018-04-06 00:00:00,399.223
6740.1325,418205,206,79,2018-04-06 00:00:00,800.7786
4856.8784,418206,206,56,2018-04-06 00:00:00,815.5183
6862.6583,418207,206,107,2018-04-06 00:00:00,816.7243
1330.8884,419101,206,14,2018-04-06 00:00:00,222.8826
734.2274,419201,206,8,2018-04-06 00:00:00,129.0901
875.4263,420301,206,18,2018-04-06 00:00:00,149.8506
985.0357,420302,206,12,2018-04-06 00:00:00,167.7502
480.8744,420303,206,7,2018-04-06 00:00:00,53.9359
1676.9806,420401,206,22,2018-04-06 00:00:00,205.0261
1968.7559,420402,206,22,2018-04-06 00:00:00,320.8543
1372.258,420403,206,25,2018-04-06 00:00:00,213.7598
2045.2278,421101,206,28,2018-04-06 00:00:00,304.4335
586.5577,421102,206,8,2018-04-06 00:00:00,63.4599
604.0252,421201,206,9,2018-04-06 00:00:00,113.1186
1946.1804,421202,206,26,2018-04-06 00:00:00,285.8027
3645.076,422301,206,57,2018-04-06 00:00:00,827.213
3213.9266,422401,206,48,2018-04-06 00:00:00,705.7011
421.324,423301,206,11,2018-04-06 00:00:00,179.6212
439.3405,423401,206,5,2018-04-06 00:00:00,142.4998
24.808,424301,206,2,2018-04-06 00:00:00,2.7498
304.5346,425301,206,3,2018-04-06 00:00:00,35.9569
311.185,425401,206,4,2018-04-06 00:00:00,26.8275
961.1066,427301,206,8,2018-04-06 00:00:00,124.6322
824.6348,427401,206,11,2018-04-06 00:00:00,75.2253
1489.8924,428301,206,8,2018-04-06 00:00:00,294.3178
2746.7728,428302,206,16,2018-04-06 00:00:00,398.4809
4220.0926,428401,206,28,2018-04-06 00:00:00,549.9958
2486.8241,428402,206,13,2018-04-06 00:00:00,362.1936
351.4001,429301,206,17,2018-04-06 00:00:00,86.2967
317.5794,429401,206,8,2018-04-06 00:00:00,92.8342
252.5085,430301,206,4,2018-04-06 00:00:00,33.6905
2937.8212,411204,206,25,2018-04-06 00:00:00,406.1174
580.2617,430402,206,10,2018-04-06 00:00:00,96.6126
693.7191,431401,206,10,2018-04-06 00:00:00,79.4883
101.1632,432101,206,1,2018-04-06 00:00:00,6.2326
301.4037,432201,206,3,2018-04-06 00:00:00,73.6556
1676.4608,433301,206,17,2018-04-06 00:00:00,183.7623
2131.0002,433302,206,27,2018-04-06 00:00:00,223.6742
5179.0328,433303,206,32,2018-04-06 00:00:00,660.8549
1087.1255,433304,206,20,2018-04-06 00:00:00,202.057
3469.6152,433401,206,75,2018-04-06 00:00:00,610.1277
5565.2618,433402,206,32,2018-04-06 00:00:00,677.4029
555.079,433403,206,7,2018-04-06 00:00:00,58.4441
398.1554,433404,206,5,2018-04-06 00:00:00,50.1255
354.7957,436201,206,5,2018-04-06 00:00:00,35.2049
1995.6361,437301,206,33,2018-04-06 00:00:00,322.1171
2772.7427,437302,206,32,2018-04-06 00:00:00,365.6188
4074.0522,437401,206,55,2018-04-06 00:00:00,550.6895
3617.5332,437402,206,71,2018-04-06 00:00:00,492.3843
539.2288,443301,206,5,2018-04-06 00:00:00,74.6032
1306.4375,443401,206,13,2018-04-06 00:00:00,168.8534
163.1157,444101,206,2,2018-04-06 00:00:00,43.2726
1589.1065,444202,206,24,2018-04-06 00:00:00,243.1275
4483.3852,445301,206,31,2018-04-06 00:00:00,1000.3115
7763.6549,445401,206,65,2018-04-06 00:00:00,1606.8505
447.7109,446101,206,2,2018-04-06 00:00:00,26.0681
782.3988,446102,206,5,2018-04-06 00:00:00,42.3371
1078.0646,446103,206,4,2018-04-06 00:00:00,130.6589
290.0437,446203,206,1,2018-04-06 00:00:00,22.6763
1061.3107,447301,206,14,2018-04-06 00:00:00,210.9345
3644.2915,415102,206,69,2018-04-06 00:00:00,1061.8302
1923.9045,415103,206,31,2018-04-06 00:00:00,419.4886
4791.5433,415104,206,39,2018-04-06 00:00:00,725.8354
5415.1732,415105,206,31,2018-04-06 00:00:00,781.2659
3608.798,415106,206,24,2018-04-06 00:00:00,492.6788
7851.9355,415107,206,82,2018-04-06 00:00:00,808.4261
4522.7278,415108,206,56,2018-04-06 00:00:00,355.9187
3185.1691,415109,206,43,2018-04-06 00:00:00,505.0693
2653.6777,415110,206,36,2018-04-06 00:00:00,609.3415
5639.2561,415111,206,52,2018-04-06 00:00:00,1029.6442
4549.6862,415201,206,72,2018-04-06 00:00:00,720.2157
4631.4636,415202,206,55,2018-04-06 00:00:00,660.6976
2497.0621,415203,206,23,2018-04-06 00:00:00,450.8353
3880.6808,415204,206,43,2018-04-06 00:00:00,307.2049
11419.1884,415205,206,96,2018-04-06 00:00:00,933.8901
2116.7771,415206,206,20,2018-04-06 00:00:00,267.9393
6701.2584,415207,206,56,2018-04-06 00:00:00,1260.4993
2957.9373,415208,206,30,2018-04-06 00:00:00,585.1911
1355.7756,415209,206,12,2018-04-06 00:00:00,204.8405
2392.0742,415210,206,22,2018-04-06 00:00:00,374.4759
5415.4668,415211,206,80,2018-04-06 00:00:00,1145.188
5327.2039,416301,206,43,2018-04-06 00:00:00,499.179
14969.9516,416302,206,61,2018-04-06 00:00:00,1429.2321
3721.8755,416401,206,23,2018-04-06 00:00:00,468.7844
1862.7753,416402,206,8,2018-04-06 00:00:00,271.9464
3201.9535,417301,206,43,2018-04-06 00:00:00,270.6555
9041.8907,417302,206,46,2018-04-06 00:00:00,634.9868
2130.46,417303,206,25,2018-04-06 00:00:00,299.8772
19350.1816,417304,206,110,2018-04-06 00:00:00,1510.3425
7157.0345,417305,206,29,2018-04-06 00:00:00,468.0408
11871.2618,417306,206,111,2018-04-06 00:00:00,1466.9954
6251.4558,417307,206,39,2018-04-06 00:00:00,458.1568
8974.2492,417308,206,67,2018-04-06 00:00:00,813.8118
1965.6776,417309,206,27,2018-04-06 00:00:00,281.7387
2900.7207,417310,206,30,2018-04-06 00:00:00,736.7212
9403.2437,148410,206,93,2018-04-06 00:00:00,2955.4328
9432.5021,417312,206,38,2018-04-06 00:00:00,625.8745
3730.9898,417313,206,23,2018-04-06 00:00:00,280.8431
6403.1449,417314,206,49,2018-04-06 00:00:00,797.2722
3552.5824,417315,206,36,2018-04-06 00:00:00,342.5767
7199.0837,417316,206,61,2018-04-06 00:00:00,889.6673
2926.7888,417401,206,22,2018-04-06 00:00:00,277.3724
3415.969,417402,206,38,2018-04-06 00:00:00,399.4228
2426.383,417403,206,21,2018-04-06 00:00:00,208.3278
2153.1109,417404,206,17,2018-04-06 00:00:00,283.4809
4881.8439,417405,206,19,2018-04-06 00:00:00,333.0145
791.7346,417406,206,9,2018-04-06 00:00:00,93.5069
10181.652,417407,206,64,2018-04-06 00:00:00,968.507
6266.4271,417408,206,77,2018-04-06 00:00:00,627.8596
14454.7352,417409,206,67,2018-04-06 00:00:00,820.4285
8736.2351,417410,206,56,2018-04-06 00:00:00,736.4792
20094.7488,417411,206,122,2018-04-06 00:00:00,2220.4177
4809.589,417412,206,20,2018-04-06 00:00:00,317.1271
8336.0174,417413,206,54,2018-04-06 00:00:00,874.7826
2594.5509,417414,206,38,2018-04-06 00:00:00,254.8491
2618.7231,417415,206,12,2018-04-06 00:00:00,184.3373
3994.6801,417416,206,38,2018-04-06 00:00:00,271.3958
7978.4591,418101,206,132,2018-04-06 00:00:00,974.3487
3160.8871,418102,206,53,2018-04-06 00:00:00,378.4545
9742.5895,418103,206,90,2018-04-06 00:00:00,1060.0724
6260.4222,418104,206,70,2018-04-06 00:00:00,579.3706
5721.7509,418105,206,54,2018-04-06 00:00:00,518.1465
5201.5219,418106,206,53,2018-04-06 00:00:00,604.9791
15921.3591,418107,206,150,2018-04-06 00:00:00,1357.1839
3366.6741,406201,206,34,2018-04-06 00:00:00,699.9184
5392.2113,406202,206,50,2018-04-06 00:00:00,1538.1462
4962.3395,406203,206,23,2018-04-06 00:00:00,409.36
3905.5914,407301,206,45,2018-04-06 00:00:00,467.7825
3405.7556,407302,206,43,2018-04-06 00:00:00,673.1711
5196.5222,407303,206,41,2018-04-06 00:00:00,452.1362
5844.9673,407304,206,60,2018-04-06 00:00:00,783.9108
4038.0022,407305,206,48,2018-04-06 00:00:00,425.0491
6046.2222,407401,206,68,2018-04-06 00:00:00,985.5486
4341.2211,407402,206,33,2018-04-06 00:00:00,702.4691
6253.4351,407403,206,46,2018-04-06 00:00:00,697.8185
2494.1611,407404,206,37,2018-04-06 00:00:00,454.6633
2654.1627,407405,206,30,2018-04-06 00:00:00,278.9585
7923.3159,408101,206,52,2018-04-06 00:00:00,761.1255
7500.1894,408201,206,62,2018-04-06 00:00:00,711.7881
861.7208,409301,206,15,2018-04-06 00:00:00,88.5814
302.295,409302,206,11,2018-04-06 00:00:00,74.3659
1400.8728,409401,206,14,2018-04-06 00:00:00,156.1573
3588.4368,409402,206,24,2018-04-06 00:00:00,384.8123
4260.4645,410301,206,27,2018-04-06 00:00:00,445.8787
5097.3534,410302,206,33,2018-04-06 00:00:00,765.9659
4054.6857,410303,206,38,2018-04-06 00:00:00,508.6846
4707.8124,410304,206,57,2018-04-06 00:00:00,582.3254
4244.772,410401,206,54,2018-04-06 00:00:00,622.8857
3505.0618,410402,206,28,2018-04-06 00:00:00,426.305
952.2748,410403,206,7,2018-04-06 00:00:00,67.1642
1641.2171,410404,206,15,2018-04-06 00:00:00,102.9476
4051.416,411101,206,31,2018-04-06 00:00:00,457.4503
3204.4872,411102,206,15,2018-04-06 00:00:00,284.5513
3833.1303,411103,206,46,2018-04-06 00:00:00,687.9409
8635.8054,411104,206,54,2018-04-06 00:00:00,610.0074
2254.0492,411105,206,13,2018-04-06 00:00:00,200.3988
4507.9936,411201,206,22,2018-04-06 00:00:00,397.3127
4256.3122,411202,206,20,2018-04-06 00:00:00,339.9119
3218.4608,411203,206,34,2018-04-06 00:00:00,342.0769
3622.2109,145427,206,44,2018-04-06 00:00:00,442.0138
3338.5917,411205,206,39,2018-04-06 00:00:00,556.7094
6181.8063,412301,206,63,2018-04-06 00:00:00,1026.6648
3677.7519,412302,206,45,2018-04-06 00:00:00,591.1234
