GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME
42.9998,302402,15,3,2018-04-06 00:00:00,2.8004
676.58,302403,15,8,2018-04-06 00:00:00,61.256
527.5337,303303,15,7,2018-04-06 00:00:00,55.2726
119.3155,303305,15,2,2018-04-06 00:00:00,190.8816
107.6904,304101,15,1,2018-04-06 00:00:00,21.3036
615.9155,304201,15,9,2018-04-06 00:00:00,74.9999
610.4811,305102,15,6,2018-04-06 00:00:00,74.0762
217.6985,305103,15,4,2018-04-06 00:00:00,29.5989
1299.315,307301,15,17,2018-04-06 00:00:00,252.1747
230.1488,307302,15,3,2018-04-06 00:00:00,53.4234
1182.4301,307401,15,17,2018-04-06 00:00:00,108.5761
1231.4652,307402,15,13,2018-04-06 00:00:00,165.2502
314.1264,308301,15,3,2018-04-06 00:00:00,36.0695
716.4154,308302,15,12,2018-04-06 00:00:00,148.2936
1945.6002,308303,15,19,2018-04-06 00:00:00,244.3914
1489.7881,308304,15,19,2018-04-06 00:00:00,197.9695
1642.9001,308305,15,20,2018-04-06 00:00:00,205.8399
174.2181,308401,15,3,2018-04-06 00:00:00,70.9603
857.2466,308402,15,15,2018-04-06 00:00:00,127.1565
1941.7992,308403,15,21,2018-04-06 00:00:00,221.6934
853.5924,308404,15,13,2018-04-06 00:00:00,88.3501
1245.3717,308405,15,12,2018-04-06 00:00:00,233.2818
425.705,309101,15,6,2018-04-06 00:00:00,64.1259
981.2227,309201,15,15,2018-04-06 00:00:00,480.8382
330.1202,311301,15,2,2018-04-06 00:00:00,33.7822
683.8233,311303,15,5,2018-04-06 00:00:00,65.4023
721.2929,311304,15,3,2018-04-06 00:00:00,77.6622
535.6307,311305,15,4,2018-04-06 00:00:00,113.6233
917.0617,311306,15,13,2018-04-06 00:00:00,82.0914
15.9943,311405,15,1,2018-04-06 00:00:00,2.461
708.8907,277405,15,11,2018-04-06 00:00:00,88.4296
12.0931,277406,15,1,2018-04-06 00:00:00,1.1606
1410.1071,278101,15,8,2018-04-06 00:00:00,126.3223
766.858,278201,15,5,2018-04-06 00:00:00,70.6566
899.2434,279101,15,13,2018-04-06 00:00:00,86.4733
182.5207,279102,15,3,2018-04-06 00:00:00,30.0
536.0338,279201,15,4,2018-04-06 00:00:00,38.1051
840.4203,279203,15,13,2018-04-06 00:00:00,100.5243
142.7848,279204,15,3,2018-04-06 00:00:00,18.3353
544.5314,280301,15,6,2018-04-06 00:00:00,48.3553
3077.4874,335302,15,32,2018-04-06 00:00:00,364.1772
7.2637,335401,15,1,2018-04-06 00:00:00,0.9676
791.8493,335402,15,6,2018-04-06 00:00:00,71.0785
13.1885,335403,15,1,2018-04-06 00:00:00,3.0959
9.646,336301,15,1,2018-04-06 00:00:00,1.0249
424.1904,336402,15,3,2018-04-06 00:00:00,52.4479
1220.9803,337101,15,13,2018-04-06 00:00:00,155.4398
32.674,342101,15,2,2018-04-06 00:00:00,4.2295
308.019,342201,15,8,2018-04-06 00:00:00,99.0691
64.3464,343102,15,1,2018-04-06 00:00:00,8.1451
176.2028,344101,15,2,2018-04-06 00:00:00,18.2591
874.185,345301,15,7,2018-04-06 00:00:00,68.2196
184.8517,345401,15,4,2018-04-06 00:00:00,16.1939
573.3392,348101,15,3,2018-04-06 00:00:00,102.1615
803.4984,348102,15,13,2018-04-06 00:00:00,95.5989
1568.6575,348201,15,18,2018-04-06 00:00:00,227.5031
311.3632,348202,15,6,2018-04-06 00:00:00,86.0467
445.5516,349101,15,3,2018-04-06 00:00:00,65.2749
609.9911,349102,15,6,2018-04-06 00:00:00,111.468
