GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME
805.17,617401,208,9,2018-04-06 00:00:00,117.7516
2041.789,619301,208,10,2018-04-06 00:00:00,215.5765
1036.3768,619302,208,14,2018-04-06 00:00:00,136.7434
1345.5809,619401,208,9,2018-04-06 00:00:00,226.1456
3022.6825,619402,208,16,2018-04-06 00:00:00,280.1834
928.3141,620301,208,9,2018-04-06 00:00:00,97.6877
2009.6859,620302,208,16,2018-04-06 00:00:00,209.9527
1373.2455,620303,208,7,2018-04-06 00:00:00,152.2099
501.4585,620304,208,2,2018-04-06 00:00:00,34.0
325.0207,596201,208,4,2018-04-06 00:00:00,22.8905
679.474,620402,208,4,2018-04-06 00:00:00,85.8917
25.3054,620403,208,2,2018-04-06 00:00:00,2.3846
744.0671,620404,208,5,2018-04-06 00:00:00,81.3276
237.0564,621301,208,5,2018-04-06 00:00:00,55.2254
111.3799,621401,208,2,2018-04-06 00:00:00,11.828
762.531,622301,208,16,2018-04-06 00:00:00,240.8244
6168.1226,624101,208,41,2018-04-06 00:00:00,867.2487
2146.0563,624201,208,17,2018-04-06 00:00:00,252.5686
4924.5461,626101,208,38,2018-04-06 00:00:00,877.7858
15092.9627,626102,208,101,2018-04-06 00:00:00,7348.7942
1069.3006,626201,208,5,2018-04-06 00:00:00,109.9653
72.4958,626202,208,1,2018-04-06 00:00:00,12.0915
2410.1911,627301,208,21,2018-04-06 00:00:00,366.9949
4.6817,627401,208,1,2018-04-06 00:00:00,15.0
1632.7972,628101,208,7,2018-04-06 00:00:00,212.1694
682.2475,628201,208,5,2018-04-06 00:00:00,97.9001
27939.7907,629101,208,132,2018-04-06 00:00:00,2811.5297
4412.8639,629201,208,20,2018-04-06 00:00:00,354.416
2104.2473,631301,208,17,2018-04-06 00:00:00,283.2698
740.3062,631401,208,5,2018-04-06 00:00:00,74.8207
245.3092,633301,208,2,2018-04-06 00:00:00,17.7336
483.3247,633401,208,4,2018-04-06 00:00:00,47.664
45.579,634301,208,1,2018-04-06 00:00:00,3.4926
765.18,634401,208,6,2018-04-06 00:00:00,83.2008
773.9664,637301,208,4,2018-04-06 00:00:00,106.2982
657.1892,637401,208,4,2018-04-06 00:00:00,97.9997
780.5493,638401,208,4,2018-04-06 00:00:00,78.5355
313.958,640102,208,3,2018-04-06 00:00:00,280.822
183.8156,640103,208,5,2018-04-06 00:00:00,40.4464
1548.6719,640201,208,17,2018-04-06 00:00:00,142.2321
2435.0599,640202,208,12,2018-04-06 00:00:00,261.5773
860.8847,641101,208,6,2018-04-06 00:00:00,106.8477
297.2405,641102,208,2,2018-04-06 00:00:00,30.3003
379.4072,641104,208,2,2018-04-06 00:00:00,42.0439
42.8032,641201,208,1,2018-04-06 00:00:00,6.4128
233.6579,642401,208,4,2018-04-06 00:00:00,204.4266
275.3846,646301,208,3,2018-04-06 00:00:00,51.6759
3317.7063,648301,208,32,2018-04-06 00:00:00,324.5159
1448.9389,648401,208,14,2018-04-06 00:00:00,131.6356
494.3411,649101,208,4,2018-04-06 00:00:00,96.175
2259.9161,649201,208,22,2018-04-06 00:00:00,251.7755
2607.8058,650101,208,24,2018-04-06 00:00:00,273.3906
1124.7743,650201,208,7,2018-04-06 00:00:00,109.4251
1282.5426,651301,208,8,2018-04-06 00:00:00,109.9602
206.3008,651401,208,1,2018-04-06 00:00:00,35.4157
200.2143,652301,208,1,2018-04-06 00:00:00,27.9248
5582.903,655301,208,41,2018-04-06 00:00:00,651.1796
7316.5495,655302,208,47,2018-04-06 00:00:00,564.3862
2379.6591,655303,208,19,2018-04-06 00:00:00,163.6489
2580.2719,655401,208,9,2018-04-06 00:00:00,167.6311
5757.364,612106,208,64,2018-04-06 00:00:00,1748.7845
8.991,620401,208,1,2018-04-06 00:00:00,0.5265
2340.0914,611202,208,21,2018-04-06 00:00:00,282.0031
1659.3953,611203,208,21,2018-04-06 00:00:00,198.4994
2614.7145,611204,208,26,2018-04-06 00:00:00,362.4856
3513.5176,611205,208,24,2018-04-06 00:00:00,305.5996
953.29,611206,208,10,2018-04-06 00:00:00,74.6648
2180.3187,612101,208,16,2018-04-06 00:00:00,244.2086
1176.3326,612102,208,9,2018-04-06 00:00:00,143.5334
1019.2724,612103,208,6,2018-04-06 00:00:00,87.4086
4182.587,612104,208,30,2018-04-06 00:00:00,589.9406
2985.784,612105,208,29,2018-04-06 00:00:00,1604.0336
654.3111,612202,208,4,2018-04-06 00:00:00,78.9237
644.5375,612203,208,4,2018-04-06 00:00:00,83.2194
1046.4124,612204,208,10,2018-04-06 00:00:00,103.78
1750.4151,612205,208,17,2018-04-06 00:00:00,330.4139
951.1796,612206,208,7,2018-04-06 00:00:00,101.931
66334.8307,613101,208,368,2018-04-06 00:00:00,6864.5755
17559.9759,613102,208,104,2018-04-06 00:00:00,1402.4463
4840.9466,613103,208,79,2018-04-06 00:00:00,933.2712
14141.3681,613104,208,102,2018-04-06 00:00:00,1022.8059
19504.8027,613105,208,117,2018-04-06 00:00:00,3234.3628
10163.1733,613106,208,73,2018-04-06 00:00:00,4816.7684
27624.7069,613107,208,176,2018-04-06 00:00:00,13253.6052
2303.6541,613201,208,14,2018-04-06 00:00:00,189.0767
717.5205,613202,208,3,2018-04-06 00:00:00,134.1419
1736.7333,613203,208,10,2018-04-06 00:00:00,164.6013
6913.1493,613204,208,62,2018-04-06 00:00:00,1625.1638
1243.1057,613205,208,15,2018-04-06 00:00:00,127.053
6154.902,613206,208,36,2018-04-06 00:00:00,491.9888
5311.8545,613207,208,35,2018-04-06 00:00:00,483.9968
16683.2985,615301,208,90,2018-04-06 00:00:00,1377.4506
17837.5593,615302,208,100,2018-04-06 00:00:00,1428.732
4622.2746,615303,208,37,2018-04-06 00:00:00,512.0383
1932.965,615304,208,18,2018-04-06 00:00:00,243.0974
1671.2204,615305,208,22,2018-04-06 00:00:00,289.2627
4022.8892,615306,208,45,2018-04-06 00:00:00,405.0634
2556.6674,615307,208,25,2018-04-06 00:00:00,224.6846
6602.3881,615308,208,49,2018-04-06 00:00:00,794.6242
3007.7141,615309,208,25,2018-04-06 00:00:00,261.5747
1795.081,615310,208,9,2018-04-06 00:00:00,170.6535
4551.7583,615311,208,30,2018-04-06 00:00:00,306.4613
3085.1961,615312,208,27,2018-04-06 00:00:00,467.8733
539.7872,615313,208,5,2018-04-06 00:00:00,62.5048
1998.4884,615314,208,13,2018-04-06 00:00:00,158.0889
660.9052,615315,208,5,2018-04-06 00:00:00,64.4046
2040.7226,615316,208,12,2018-04-06 00:00:00,357.6045
