GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME
5699.1761,226301,176,25,2018-04-06 00:00:00,432.845
3075.8902,226302,176,15,2018-04-06 00:00:00,289.8652
9488.3296,226401,176,47,2018-04-06 00:00:00,803.7122
15404.253,226402,176,60,2018-04-06 00:00:00,1248.3501
3408.8049,227301,176,33,2018-04-06 00:00:00,443.5018
1579.2424,227302,176,12,2018-04-06 00:00:00,214.928
2794.358,227303,176,18,2018-04-06 00:00:00,396.2056
891.7888,227304,176,5,2018-04-06 00:00:00,107.4525
806.4873,227401,176,7,2018-04-06 00:00:00,83.1883
2805.5433,227402,176,24,2018-04-06 00:00:00,646.9677
1639.1657,227403,176,13,2018-04-06 00:00:00,304.8918
2682.4977,227404,176,32,2018-04-06 00:00:00,292.9511
5698.5205,228101,176,64,2018-04-06 00:00:00,672.157
4865.2906,228102,176,33,2018-04-06 00:00:00,736.0524
2158.2032,228103,176,15,2018-04-06 00:00:00,217.7924
1223.1615,228104,176,5,2018-04-06 00:00:00,89.8932
3175.0222,207301,176,37,2018-04-06 00:00:00,820.352
3070.9667,207302,176,25,2018-04-06 00:00:00,376.0402
1141.5329,207303,176,9,2018-04-06 00:00:00,112.1926
1536.2194,207304,176,16,2018-04-06 00:00:00,204.8943
1792.8928,207401,176,13,2018-04-06 00:00:00,167.9172
2169.8366,207402,176,21,2018-04-06 00:00:00,239.1613
2675.7151,207403,176,34,2018-04-06 00:00:00,477.1267
1816.2123,207404,176,26,2018-04-06 00:00:00,409.8701
406.2136,208101,176,4,2018-04-06 00:00:00,34.1099
3787.4562,208102,176,24,2018-04-06 00:00:00,249.9745
9225.4808,208103,176,67,2018-04-06 00:00:00,945.4124
6475.9214,208104,176,40,2018-04-06 00:00:00,641.9724
3758.1664,208105,176,35,2018-04-06 00:00:00,601.4771
4258.8473,208106,176,39,2018-04-06 00:00:00,473.4852
3065.0329,208201,176,36,2018-04-06 00:00:00,446.2899
3776.8726,208202,176,25,2018-04-06 00:00:00,505.9138
6018.8157,208203,176,23,2018-04-06 00:00:00,683.6819
5308.4559,208204,176,34,2018-04-06 00:00:00,480.5709
1200.5864,208205,176,7,2018-04-06 00:00:00,85.1925
843.1189,208206,176,6,2018-04-06 00:00:00,91.7954
986.915,210301,176,12,2018-04-06 00:00:00,148.3386
9906.3529,238202,176,76,2018-04-06 00:00:00,999.7361
5473.2146,238203,176,22,2018-04-06 00:00:00,442.3357
4944.6433,238204,176,29,2018-04-06 00:00:00,359.2433
1819.708,239101,176,26,2018-04-06 00:00:00,380.3336
1693.4038,239102,176,18,2018-04-06 00:00:00,328.5321
1996.4396,239103,176,30,2018-04-06 00:00:00,234.7534
1285.1471,239201,176,24,2018-04-06 00:00:00,270.8414
982.9985,239202,176,9,2018-04-06 00:00:00,84.3886
1577.6555,239203,176,33,2018-04-06 00:00:00,435.1032
1618.7413,240301,176,13,2018-04-06 00:00:00,214.3507
2449.0685,240302,176,15,2018-04-06 00:00:00,206.7404
2927.3067,240303,176,25,2018-04-06 00:00:00,325.2055
5655.7287,240304,176,28,2018-04-06 00:00:00,540.4341
8157.7544,240305,176,43,2018-04-06 00:00:00,948.1956
14025.8443,240306,176,70,2018-04-06 00:00:00,1599.6399
10790.449,240307,176,64,2018-04-06 00:00:00,989.8526
4155.3037,210401,176,29,2018-04-06 00:00:00,605.6782
6295.1754,211101,176,39,2018-04-06 00:00:00,669.1382
2209.6543,211201,176,13,2018-04-06 00:00:00,348.3155
1377.9362,212301,176,12,2018-04-06 00:00:00,407.3481
1504.7521,212401,176,13,2018-04-06 00:00:00,280.9422
1847.1378,213101,176,25,2018-04-06 00:00:00,479.4455
375.5435,213201,176,6,2018-04-06 00:00:00,138.1185
5124.5046,216301,176,61,2018-04-06 00:00:00,858.5454
4257.4685,216401,176,39,2018-04-06 00:00:00,584.0991
7121.4232,217101,176,71,2018-04-06 00:00:00,1100.0346
1447.0724,217102,176,15,2018-04-06 00:00:00,275.4948
1679.9696,217103,176,18,2018-04-06 00:00:00,358.5961
1326.0885,217201,176,24,2018-04-06 00:00:00,202.515
1100.5092,217202,176,15,2018-04-06 00:00:00,117.7497
4806.9498,217203,176,45,2018-04-06 00:00:00,639.6723
3405.7192,218101,176,39,2018-04-06 00:00:00,559.5848
3324.2596,218201,176,40,2018-04-06 00:00:00,606.7008
1807.2327,219301,176,17,2018-04-06 00:00:00,186.9517
3010.4755,219302,176,33,2018-04-06 00:00:00,358.515
2731.5051,219401,176,25,2018-04-06 00:00:00,421.1046
1660.9976,219402,176,19,2018-04-06 00:00:00,222.7899
3469.7255,220101,176,31,2018-04-06 00:00:00,560.4203
6853.9355,220102,176,64,2018-04-06 00:00:00,1313.3379
6587.2309,220201,176,67,2018-04-06 00:00:00,1640.0395
1122.149,220202,176,17,2018-04-06 00:00:00,845.1127
2873.1886,221101,176,20,2018-04-06 00:00:00,272.2932
2877.6479,221102,176,32,2018-04-06 00:00:00,228.066
4359.5078,221103,176,74,2018-04-06 00:00:00,391.3987
5582.4226,221104,176,53,2018-04-06 00:00:00,623.8024
8525.1606,221202,176,90,2018-04-06 00:00:00,1028.8502
6942.0864,221203,176,78,2018-04-06 00:00:00,656.3986
4375.2704,221204,176,53,2018-04-06 00:00:00,468.9526
3345.3076,221205,176,36,2018-04-06 00:00:00,409.046
6796.1739,222101,176,64,2018-04-06 00:00:00,1258.6514
2529.9761,222102,176,21,2018-04-06 00:00:00,354.0664
1994.6832,222201,176,16,2018-04-06 00:00:00,407.1662
10450.2531,222202,176,92,2018-04-06 00:00:00,1217.3683
1201.2001,223301,176,6,2018-04-06 00:00:00,167.6169
1613.1918,223302,176,9,2018-04-06 00:00:00,211.3566
658.6762,223401,176,4,2018-04-06 00:00:00,43.7675
1369.4163,224301,176,8,2018-04-06 00:00:00,125.1147
927.1287,224302,176,8,2018-04-06 00:00:00,157.6777
574.6891,224401,176,6,2018-04-06 00:00:00,100.9228
792.6705,224402,176,8,2018-04-06 00:00:00,89.3332
2531.0669,225101,176,21,2018-04-06 00:00:00,166.4004
6499.2743,225102,176,29,2018-04-06 00:00:00,459.3215
9229.5976,225201,176,93,2018-04-06 00:00:00,851.3337
3140.9437,225202,176,29,2018-04-06 00:00:00,338.0812
4708.7969,244104,176,53,2018-04-06 00:00:00,556.8915
3136.0531,244105,176,35,2018-04-06 00:00:00,313.9769
3081.145,244106,176,24,2018-04-06 00:00:00,272.8693
2967.47,244107,176,20,2018-04-06 00:00:00,219.8984
1217.9645,244201,176,15,2018-04-06 00:00:00,206.377
2416.6603,244202,176,20,2018-04-06 00:00:00,251.3903
1244.9748,244203,176,20,2018-04-06 00:00:00,138.121
3452.0067,244204,176,29,2018-04-06 00:00:00,604.9251
1541.6888,244205,176,22,2018-04-06 00:00:00,215.0176
2388.8201,244206,176,31,2018-04-06 00:00:00,408.2924
4815.3501,244207,176,55,2018-04-06 00:00:00,637.111
4558.4639,245101,176,45,2018-04-06 00:00:00,889.3695
5348.0932,245102,176,30,2018-04-06 00:00:00,1139.5088
1864.0537,245103,176,34,2018-04-06 00:00:00,217.1873
2150.9965,245104,176,27,2018-04-06 00:00:00,257.3309
2319.5581,245105,176,25,2018-04-06 00:00:00,243.9015
1252.0144,228201,176,10,2018-04-06 00:00:00,134.374
2300.9173,228202,176,28,2018-04-06 00:00:00,281.7093
4166.4237,228203,176,33,2018-04-06 00:00:00,547.4132
5930.4116,228204,176,55,2018-04-06 00:00:00,1032.066
2311.3686,229101,176,12,2018-04-06 00:00:00,221.6525
498.5738,229201,176,4,2018-04-06 00:00:00,31.5088
2162.1877,230301,176,28,2018-04-06 00:00:00,213.3742
6168.1196,230401,176,64,2018-04-06 00:00:00,779.0067
714.3602,232301,176,5,2018-04-06 00:00:00,63.0543
1518.7963,232302,176,16,2018-04-06 00:00:00,153.7905
1629.2939,232303,176,13,2018-04-06 00:00:00,114.6226
97.7703,232401,176,5,2018-04-06 00:00:00,15.8954
812.0325,232402,176,8,2018-04-06 00:00:00,88.1423
630.7875,232403,176,3,2018-04-06 00:00:00,85.2247
2005.6672,233301,176,43,2018-04-06 00:00:00,254.3956
