GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME
81361.704,3519122,223,313,2018-04-06 00:00:00,32777.1804
54722.695,3519201,223,139,2018-04-06 00:00:00,2305.1776
26849.0729,3519202,223,64,2018-04-06 00:00:00,1129.4406
4735.5729,3482306,223,10,2018-04-06 00:00:00,158.5864
44614.6057,3482401,223,97,2018-04-06 00:00:00,1762.0873
117734.3906,3482402,223,291,2018-04-06 00:00:00,4781.2087
170502.3522,3482403,223,411,2018-04-06 00:00:00,7075.4961
128299.9725,3482404,223,325,2018-04-06 00:00:00,5166.4454
27428.3667,3482405,223,122,2018-04-06 00:00:00,1144.6401
22882.1302,3482406,223,102,2018-04-06 00:00:00,1211.6543
193758.1405,3501301,223,446,2018-04-06 00:00:00,8928.7335
55262.19,3501302,223,161,2018-04-06 00:00:00,2446.7696
31311.2909,3501303,223,77,2018-04-06 00:00:00,1268.7761
33787.5925,3501404,223,90,2018-04-06 00:00:00,3515.3552
114619.5144,3501405,223,346,2018-04-06 00:00:00,22175.8099
277587.4112,3501406,223,740,2018-04-06 00:00:00,32852.9277
46191.8274,3502301,223,113,2018-04-06 00:00:00,1828.2732
18784.1741,3502302,223,49,2018-04-06 00:00:00,705.3543
35773.8314,3502303,223,82,2018-04-06 00:00:00,1335.6891
35294.6432,3502304,223,111,2018-04-06 00:00:00,1679.4505
53871.2388,3502305,223,129,2018-04-06 00:00:00,2108.0059
49824.0206,3502306,223,108,2018-04-06 00:00:00,2051.3943
179428.2482,3502307,223,422,2018-04-06 00:00:00,7239.5592
77812.5344,3502308,223,184,2018-04-06 00:00:00,2926.18
148447.9531,3502309,223,352,2018-04-06 00:00:00,5839.7324
293612.8875,3502413,223,642,2018-04-06 00:00:00,11277.9174
127778.021,3502414,223,321,2018-04-06 00:00:00,4710.5416
223549.7475,3502415,223,469,2018-04-06 00:00:00,9244.6222
152699.7585,3502416,223,415,2018-04-06 00:00:00,6237.3678
68654.1262,3502417,223,156,2018-04-06 00:00:00,2669.0889
67598.1438,3502418,223,202,2018-04-06 00:00:00,2970.9248
69745.6087,3502419,223,173,2018-04-06 00:00:00,2576.9688
40695.4909,3502420,223,93,2018-04-06 00:00:00,1560.5015
42973.7929,3502421,223,110,2018-04-06 00:00:00,1701.2126
71260.5514,3517301,223,196,2018-04-06 00:00:00,2960.9367
544.8088,2035101,223,4,2018-04-06 00:00:00,86.8721
69123.4149,3480305,223,150,2018-04-06 00:00:00,2777.0732
57315.121,3517302,223,126,2018-04-06 00:00:00,2528.4258
62792.1754,3517303,223,157,2018-04-06 00:00:00,2682.9251
128644.6258,3517401,223,284,2018-04-06 00:00:00,5571.3585
226718.9949,3517402,223,557,2018-04-06 00:00:00,10972.7443
107328.0632,3517403,223,271,2018-04-06 00:00:00,4716.2241
107561.5184,3518101,223,340,2018-04-06 00:00:00,7296.7434
121426.4367,3518102,223,329,2018-04-06 00:00:00,5503.0487
39167.6314,3518103,223,108,2018-04-06 00:00:00,2125.4033
109450.2856,3518104,223,286,2018-04-06 00:00:00,6946.2838
116392.1402,3518105,223,278,2018-04-06 00:00:00,7652.8387
163740.0575,3518106,223,442,2018-04-06 00:00:00,7738.4939
118349.0438,3518107,223,366,2018-04-06 00:00:00,5711.6642
193591.2644,3518108,223,434,2018-04-06 00:00:00,9067.0874
61413.5337,3518109,223,160,2018-04-06 00:00:00,2562.8239
