GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME
1444.2959,400402,230,22,2018-04-06 00:00:00,418.3366
7911.6284,399103,230,81,2018-04-06 00:00:00,843.0967
15495.0936,399104,230,125,2018-04-06 00:00:00,1537.5313
11054.7675,399105,230,94,2018-04-06 00:00:00,971.6562
14126.0197,399106,230,93,2018-04-06 00:00:00,1533.117
11430.216,399107,230,68,2018-04-06 00:00:00,1049.2312
1862.6815,399201,230,15,2018-04-06 00:00:00,166.2775
3195.0936,399202,230,23,2018-04-06 00:00:00,314.5948
3564.0969,399203,230,29,2018-04-06 00:00:00,253.7776
3405.7564,399204,230,26,2018-04-06 00:00:00,244.121
1764.4789,399205,230,16,2018-04-06 00:00:00,208.3435
1960.2817,399206,230,12,2018-04-06 00:00:00,230.136
751.6855,399207,230,15,2018-04-06 00:00:00,170.0074
5031.4681,400301,230,45,2018-04-06 00:00:00,554.0359
2633.7937,400302,230,33,2018-04-06 00:00:00,602.0077
2860.1083,400303,230,47,2018-04-06 00:00:00,400.229
3118.8303,400304,230,38,2018-04-06 00:00:00,386.0307
938.9422,400401,230,9,2018-04-06 00:00:00,141.08
326.6552,368201,230,2,2018-04-06 00:00:00,37.697
4497.6047,400403,230,58,2018-04-06 00:00:00,559.809
4373.8165,400404,230,45,2018-04-06 00:00:00,381.9807
11608.3901,401101,230,115,2018-04-06 00:00:00,4931.4381
14094.2602,401102,230,112,2018-04-06 00:00:00,3611.4376
8187.8522,401103,230,42,2018-04-06 00:00:00,853.2741
10023.7654,401104,230,55,2018-04-06 00:00:00,1283.327
4264.8024,401203,230,19,2018-04-06 00:00:00,499.4717
4733.5889,401204,230,26,2018-04-06 00:00:00,481.5884
6082.3776,401205,230,36,2018-04-06 00:00:00,646.6395
2773.0675,401206,230,26,2018-04-06 00:00:00,302.4655
4477.2069,402302,230,45,2018-04-06 00:00:00,471.5905
2631.6109,402303,230,18,2018-04-06 00:00:00,229.5176
5605.5045,402304,230,35,2018-04-06 00:00:00,463.8973
1877.0785,402305,230,28,2018-04-06 00:00:00,166.7173
387.2486,402306,230,7,2018-04-06 00:00:00,89.4648
618.1823,402401,230,5,2018-04-06 00:00:00,66.9457
2781.4611,402402,230,27,2018-04-06 00:00:00,400.4117
