GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME
401.3344,16301,22,9,2018-04-06 00:00:00,65.4356
2916.9103,16401,22,36,2018-04-06 00:00:00,651.8404
962.8058,17101,22,15,2018-04-06 00:00:00,99.4753
751.7829,17102,22,11,2018-04-06 00:00:00,81.1336
1672.3843,17103,22,11,2018-04-06 00:00:00,149.0768
938.9482,17104,22,5,2018-04-06 00:00:00,62.6982
811.3527,17105,22,11,2018-04-06 00:00:00,73.6561
926.6631,17202,22,8,2018-04-06 00:00:00,73.2836
926.1066,17203,22,8,2018-04-06 00:00:00,119.5094
1042.506,17204,22,15,2018-04-06 00:00:00,100.117
1487.5767,17205,22,14,2018-04-06 00:00:00,180.2957
11319.3659,18301,22,73,2018-04-06 00:00:00,604.0049
3948.619,18401,22,23,2018-04-06 00:00:00,207.4487
998.7688,19301,22,19,2018-04-06 00:00:00,107.3006
1478.285,19401,22,17,2018-04-06 00:00:00,164.2379
3240.0574,20101,22,41,2018-04-06 00:00:00,290.5509
4788.8433,20102,22,66,2018-04-06 00:00:00,468.7432
4840.254,20103,22,69,2018-04-06 00:00:00,464.456
3512.907,20104,22,19,2018-04-06 00:00:00,288.1779
3551.8197,20201,22,28,2018-04-06 00:00:00,292.7678
8665.2456,20202,22,105,2018-04-06 00:00:00,788.934
17223.5172,20203,22,175,2018-04-06 00:00:00,1638.0851
15541.7856,20204,22,183,2018-04-06 00:00:00,1607.3952
33863.4004,21301,22,165,2018-04-06 00:00:00,1734.2219
13561.4197,21302,22,107,2018-04-06 00:00:00,756.6588
1139.4124,21303,22,6,2018-04-06 00:00:00,57.1357
1564.8746,21401,22,9,2018-04-06 00:00:00,85.9275
10001.8216,21402,22,69,2018-04-06 00:00:00,641.9698
7953.2695,21403,22,35,2018-04-06 00:00:00,423.3752
1548.8828,22301,22,20,2018-04-06 00:00:00,188.4251
2120.7566,22302,22,28,2018-04-06 00:00:00,307.3906
4302.2878,22303,22,22,2018-04-06 00:00:00,441.5217
2642.3552,22401,22,13,2018-04-06 00:00:00,233.3153
2005.439,22402,22,20,2018-04-06 00:00:00,183.6614
2482.4649,22403,22,27,2018-04-06 00:00:00,504.2936
865.172,23301,22,8,2018-04-06 00:00:00,125.0915
1223.9567,23302,22,11,2018-04-06 00:00:00,106.5996
539.4391,23401,22,8,2018-04-06 00:00:00,64.6175
1230.4253,23402,22,16,2018-04-06 00:00:00,117.5326
174.1497,24301,22,3,2018-04-06 00:00:00,14.0307
1315.4216,24302,22,11,2018-04-06 00:00:00,88.5998
2740.6383,24303,22,23,2018-04-06 00:00:00,189.6665
4239.3212,15105,22,15,2018-04-06 00:00:00,245.4615
3344.1087,15106,22,12,2018-04-06 00:00:00,157.2136
6824.2055,15107,22,18,2018-04-06 00:00:00,322.8648
2715.9074,15108,22,16,2018-04-06 00:00:00,126.3822
19536.7316,15109,22,54,2018-04-06 00:00:00,926.5486
8789.9752,15110,22,25,2018-04-06 00:00:00,405.1974
1405.4559,26103,22,7,2018-04-06 00:00:00,111.791
2595.8431,26104,22,19,2018-04-06 00:00:00,185.9252
260.5784,26106,22,1,2018-04-06 00:00:00,17.9748
