GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME
1639.4569,481201,167,15,2018-04-06 00:00:00,272.0364
2265.9187,481202,167,36,2018-04-06 00:00:00,506.7652
2227.6222,481203,167,28,2018-04-06 00:00:00,666.647
1387.5571,482301,167,13,2018-04-06 00:00:00,152.1936
1157.0179,482401,167,11,2018-04-06 00:00:00,158.4475
1426.7758,483101,167,9,2018-04-06 00:00:00,380.2529
1247.8739,483201,167,17,2018-04-06 00:00:00,283.6967
1894.0163,484101,167,14,2018-04-06 00:00:00,203.0845
2266.249,484102,167,46,2018-04-06 00:00:00,379.8266
2203.7833,484201,167,37,2018-04-06 00:00:00,502.3437
2393.3043,484202,167,17,2018-04-06 00:00:00,392.1105
550.6557,485101,167,6,2018-04-06 00:00:00,84.847
228.4209,485201,167,1,2018-04-06 00:00:00,20.9068
1616.4207,487101,167,33,2018-04-06 00:00:00,276.6022
905.1431,487201,167,14,2018-04-06 00:00:00,197.3543
467.8446,488301,167,11,2018-04-06 00:00:00,81.8308
1816.6441,488401,167,33,2018-04-06 00:00:00,242.3586
1198.8898,490101,167,10,2018-04-06 00:00:00,87.6695
1339.525,490102,167,10,2018-04-06 00:00:00,141.0388
2769.021,490103,167,17,2018-04-06 00:00:00,371.5744
1096.6393,490201,167,8,2018-04-06 00:00:00,109.1955
13.8572,490202,167,1,2018-04-06 00:00:00,1.0681
274.5362,490203,167,1,2018-04-06 00:00:00,23.2381
681.3679,491301,167,11,2018-04-06 00:00:00,128.4167
527.7685,491401,167,10,2018-04-06 00:00:00,72.6579
1693.1966,492101,167,27,2018-04-06 00:00:00,298.7983
55.3576,492102,167,1,2018-04-06 00:00:00,14.0
486.7742,459401,167,10,2018-04-06 00:00:00,51.8651
2144.1308,460301,167,36,2018-04-06 00:00:00,458.2168
1147.7094,460401,167,20,2018-04-06 00:00:00,158.6698
2830.2134,461101,167,46,2018-04-06 00:00:00,399.8639
4064.541,461201,167,63,2018-04-06 00:00:00,584.1224
209.5851,462401,167,4,2018-04-06 00:00:00,118.5442
1677.5806,463301,167,31,2018-04-06 00:00:00,235.1648
2292.4382,463302,167,47,2018-04-06 00:00:00,308.1486
1960.7882,463401,167,36,2018-04-06 00:00:00,299.6289
403.9382,463402,167,9,2018-04-06 00:00:00,52.3499
876.9657,464301,167,13,2018-04-06 00:00:00,334.1565
387.5649,464401,167,6,2018-04-06 00:00:00,100.3369
176.7907,465101,167,3,2018-04-06 00:00:00,17.7943
30.9508,465201,167,2,2018-04-06 00:00:00,16.586
2583.661,466301,167,33,2018-04-06 00:00:00,338.407
3204.8212,466401,167,37,2018-04-06 00:00:00,401.9277
305.5971,515401,167,7,2018-04-06 00:00:00,65.3721
95.2853,516301,167,1,2018-04-06 00:00:00,250.0
644.4639,516302,167,5,2018-04-06 00:00:00,72.5627
704.8696,517301,167,5,2018-04-06 00:00:00,75.7665
238.0599,517402,167,3,2018-04-06 00:00:00,26.3968
1359.1419,518101,167,5,2018-04-06 00:00:00,186.2077
631.6635,518201,167,5,2018-04-06 00:00:00,67.3578
1375.8999,519101,167,13,2018-04-06 00:00:00,228.2917
1899.0878,519102,167,21,2018-04-06 00:00:00,513.0785
2228.5665,519201,167,20,2018-04-06 00:00:00,307.3211
1964.6411,519202,167,16,2018-04-06 00:00:00,198.2882
345.8494,520401,167,3,2018-04-06 00:00:00,64.6933
455.2221,523301,167,4,2018-04-06 00:00:00,62.5752
219.9751,523302,167,4,2018-04-06 00:00:00,64.0828
1292.3426,523401,167,15,2018-04-06 00:00:00,163.7967
780.0187,523402,167,6,2018-04-06 00:00:00,163.4658
324.3292,524101,167,4,2018-04-06 00:00:00,51.4632
5955.8018,525301,167,47,2018-04-06 00:00:00,714.7572
5940.577,525401,167,40,2018-04-06 00:00:00,774.7608
82.0772,526301,167,1,2018-04-06 00:00:00,7.4375
2238.3953,527101,167,30,2018-04-06 00:00:00,377.2136
617.8799,527102,167,7,2018-04-06 00:00:00,92.3814
12.1362,527103,167,1,2018-04-06 00:00:00,4.0479
2502.8777,527201,167,32,2018-04-06 00:00:00,319.775
2782.1341,527202,167,39,2018-04-06 00:00:00,486.2008
4270.6327,527203,167,51,2018-04-06 00:00:00,502.7787
8849.4083,528301,167,77,2018-04-06 00:00:00,1105.9621
9.8958,467301,167,1,2018-04-06 00:00:00,1.0099
16.3883,467401,167,1,2018-04-06 00:00:00,15.0
241.7145,468302,167,1,2018-04-06 00:00:00,36.8566
602.7929,468401,167,6,2018-04-06 00:00:00,107.7246
474.5387,468402,167,4,2018-04-06 00:00:00,63.4436
1547.2017,469301,167,12,2018-04-06 00:00:00,325.4493
495.6018,470101,167,3,2018-04-06 00:00:00,77.0975
336.2041,470201,167,3,2018-04-06 00:00:00,66.1736
