GOLEN,ROADSECT_ID,PERIOD,GOCOUNT,TIME,GOTIME
1480.3872,718405,20,7,2018-04-06 00:00:00,71.2208
1087.5989,718406,20,5,2018-04-06 00:00:00,74.4161
1050.7506,719102,20,7,2018-04-06 00:00:00,204.2073
3186.8812,719103,20,28,2018-04-06 00:00:00,279.0985
2182.9391,719203,20,17,2018-04-06 00:00:00,204.7328
132.7734,719204,20,1,2018-04-06 00:00:00,18.8271
593.6664,721101,20,5,2018-04-06 00:00:00,61.6511
8.7595,724101,20,1,2018-04-06 00:00:00,1.5543
662.8733,730301,20,4,2018-04-06 00:00:00,61.3314
1907.9952,738201,20,25,2018-04-06 00:00:00,208.0766
1799.9653,738202,20,17,2018-04-06 00:00:00,169.6167
390.9917,738203,20,3,2018-04-06 00:00:00,42.9062
5361.6933,739101,20,27,2018-04-06 00:00:00,472.187
9717.555,739201,20,50,2018-04-06 00:00:00,877.5846
689.8339,741101,20,5,2018-04-06 00:00:00,76.7854
1614.7191,741102,20,13,2018-04-06 00:00:00,116.811
1778.0373,741103,20,13,2018-04-06 00:00:00,152.0989
430.5973,741104,20,2,2018-04-06 00:00:00,24.8483
1613.0754,741105,20,11,2018-04-06 00:00:00,253.2757
81.7824,741106,20,2,2018-04-06 00:00:00,90.4166
2069.3547,741201,20,17,2018-04-06 00:00:00,188.1124
65.6504,741202,20,1,2018-04-06 00:00:00,24.596
5027.2403,741203,20,26,2018-04-06 00:00:00,531.987
553.9271,741204,20,2,2018-04-06 00:00:00,78.392
752.7057,741205,20,6,2018-04-06 00:00:00,42.462
2692.3051,742301,20,13,2018-04-06 00:00:00,230.1321
2343.9265,742401,20,10,2018-04-06 00:00:00,197.0444
11.9636,743401,20,1,2018-04-06 00:00:00,2.168
2129.8368,743402,20,12,2018-04-06 00:00:00,267.3859
683.1494,743403,20,5,2018-04-06 00:00:00,82.0238
4111.7481,745101,20,27,2018-04-06 00:00:00,493.3754
2708.3092,745102,20,18,2018-04-06 00:00:00,238.2297
18.093,745103,20,2,2018-04-06 00:00:00,2.2517
556.8216,745106,20,5,2018-04-06 00:00:00,70.8169
2108.5467,745107,20,21,2018-04-06 00:00:00,236.9144
938.9385,745201,20,9,2018-04-06 00:00:00,77.2445
9.0387,745205,20,1,2018-04-06 00:00:00,0.773
